Ensembl_gene_id,Ensembl_transcript_id,Gnomad_oe_lof_score,Gnomad_oe_ci_lower,Gnomad_oe_ci_upper,Gnomad_pLI_score,Gnomad_pnull_score,Gnomad_prec_score,Gnomad_oe_mis_score,Gnomad_mis_z_score
ENSG00000205089,ENST00000378731,1.09,0.828,1.45,4.610000000000001e-13,0.792,0.20800000000000002,1.12,-0.892
ENSG00000107443,ENST00000465148,0.307,0.196,0.49700000000000005,0.9840000000000001,2.81e-06,0.0161,0.711,2.31
ENSG00000135083,ENST00000257536,0.945,0.715,1.26,2.5800000000000004e-11,0.47200000000000003,0.528,0.9990000000000001,0.00976
ENSG00000090061,ENST00000389879,0.188,0.11,0.34,1.0,3.73e-10,2.3e-05,0.7440000000000001,2.0
ENSG00000163660,ENST00000295926,0.239,0.155,0.38,1.0,7.93e-11,2.8199999999999998e-05,0.705,2.76
ENSG00000221978,ENST00000400809,0.485,0.358,0.665,0.00198,0.00019099999999999998,0.998,0.9790000000000001,0.205
ENSG00000152669,ENST00000282572,1.22,0.8809999999999999,1.7,3.4e-10,0.775,0.225,1.25,-1.88
ENSG00000105219,ENST00000430325,0.943,0.6509999999999999,1.4,1.17e-06,0.337,0.6629999999999999,1.06,-0.43700000000000006
ENSG00000129315,ENST00000261900,0.172,0.1,0.31,1.0,1.49e-11,3.03e-06,0.8490000000000001,1.56
ENSG00000082258,ENST00000264157,0.252,0.155,0.428,0.9990000000000001,8.33e-08,0.0011099999999999999,0.858,1.39
ENSG00000108100,ENST00000374704,0.48700000000000004,0.32,0.7609999999999999,0.0287,0.0071,0.9640000000000001,0.853,0.995
ENSG00000163249,ENST00000295414,0.261,0.142,0.514,0.9690000000000001,7.62e-05,0.0311,0.7879999999999999,1.31
ENSG00000260916,ENST00000442196,0.579,0.436,0.777,4.29e-06,0.00158,0.998,0.927,0.742
ENSG00000163823,ENST00000296140,2.27,0.354,1.93,0.121,0.218,0.6609999999999999,0.765,1.83
ENSG00000184451,ENST00000332438,1.01,0.637,1.65,0.000103,0.335,0.665,0.963,0.287
ENSG00000121807,ENST00000445132,0.915,0.4,1.83,0.0481,0.212,0.74,0.882,0.9259999999999999
ENSG00000183625,ENST00000395940,1.83,0.335,1.93,0.128,0.21100000000000002,0.6609999999999999,0.907,0.7290000000000001
ENSG00000183813,ENST00000330953,0.488,0.306,0.809,0.0491,0.0152,0.9359999999999999,0.843,1.23
ENSG00000160791,ENST00000292303,0.5529999999999999,0.223,1.59,0.18100000000000002,0.127,0.6920000000000001,1.05,-0.38799999999999996
ENSG00000112486,ENST00000341935,0.522,0.21100000000000002,1.54,0.19899999999999998,0.11800000000000001,0.6829999999999999,0.662,2.72
ENSG00000126353,ENST00000246657,0.39899999999999997,0.25,0.66,0.397,0.0021899999999999997,0.601,0.68,2.69
ENSG00000179934,ENST00000326306,2.14,0.6679999999999999,1.95,0.0167,0.327,0.657,0.812,1.44
ENSG00000173585,ENST00000357632,0.431,0.21100000000000002,0.987,0.262,0.0481,0.69,0.8240000000000001,1.41
ENSG00000121797,ENST00000399036,3.64,0.386,1.94,0.111,0.228,0.66,1.05,-0.374
ENSG00000173992,ENST00000533244,0.865,0.637,1.19,8.95e-09,0.249,0.7509999999999999,0.9159999999999999,0.569
ENSG00000154429,ENST00000284617,0.971,0.6559999999999999,1.47,3.61e-06,0.353,0.647,1.14,-0.841
ENSG00000184305,ENST00000509176,0.42200000000000004,0.307,0.59,0.14,3.76e-05,0.86,1.01,-0.142
ENSG00000107771,ENST00000372088,0.43,0.317,0.589,0.0737,2.01e-05,0.9259999999999999,0.94,0.716
ENSG00000166226,ENST00000299300,0.262,0.161,0.445,0.998,2.75e-07,0.00234,0.846,1.27
ENSG00000163468,ENST00000295688,0.161,0.096,0.282,1.0,4.77e-14,1.0300000000000001e-07,0.851,1.43
ENSG00000115484,ENST00000394440,0.345,0.195,0.647,0.701,0.00229,0.297,0.847,1.03
ENSG00000150753,ENST00000280326,0.11900000000000001,0.064,0.235,1.0,3.08e-14,3.86e-08,0.754,2.35
ENSG00000146731,ENST00000275603,0.0743,0.029,0.23399999999999999,1.0,6.64e-09,3.41e-05,0.8029999999999999,1.43
ENSG00000132141,ENST00000314144,0.642,0.386,1.12,0.00792,0.089,0.903,0.937,0.331
ENSG00000135624,ENST00000258091,0.3,0.20199999999999999,0.455,0.998,1.94e-08,0.00182,0.7140000000000001,2.75
ENSG00000156261,ENST00000286788,0.153,0.086,0.287,1.0,5.59e-12,1.29e-06,0.866,1.12
ENSG00000198445,ENST00000359963,0.9179999999999999,0.6829999999999999,1.25,7.8e-10,0.373,0.627,0.83,1.65
ENSG00000122674,ENST00000325974,0.424,0.275,0.675,0.205,0.00238,0.7929999999999999,0.5329999999999999,2.61
ENSG00000146574,ENST00000316731,0.762,0.526,1.13,1.49e-05,0.11900000000000001,0.8809999999999999,0.525,2.44
ENSG00000134256,ENST00000682167,0.7340000000000001,0.609,0.889,4.3100000000000006e-19,0.00496,0.995,0.8959999999999999,1.36
ENSG00000156535,ENST00000287097,0.9059999999999999,0.7559999999999999,1.09,5.779999999999999e-25,0.639,0.361,1.0,-0.00159
ENSG00000170458,ENST00000302014,1.68,0.755,1.94,0.00294,0.385,0.612,0.895,0.8859999999999999
ENSG00000177697,ENST00000397420,0.562,0.39399999999999996,0.816,0.00057,0.007890000000000001,0.992,0.907,0.625
ENSG00000117281,ENST00000369288,0.502,0.302,0.8759999999999999,0.0565,0.0285,0.915,0.7979999999999999,1.06
ENSG00000177575,ENST00000432237,0.45,0.363,0.56,0.00053,5.45e-09,0.9990000000000001,0.723,3.79
ENSG00000177675,ENST00000313599,0.716,0.612,0.8390000000000001,4.17e-26,0.00028900000000000003,1.0,0.81,2.93
ENSG00000135535,ENST00000310786,0.625,0.341,1.23,0.0329,0.109,0.858,1.36,-1.63
ENSG00000174950,ENST00000374030,0.88,0.623,1.27,3.53e-07,0.263,0.737,1.03,-0.14
ENSG00000204936,ENST00000618265,1.17,0.889,1.56,9.36e-14,0.877,0.12300000000000001,1.23,-1.62
ENSG00000134061,ENST00000256447,1.31,0.792,1.89,5.550000000000001e-05,0.47700000000000004,0.523,0.8909999999999999,1.09
ENSG00000177455,ENST00000538922,0.462,0.345,0.627,0.00591,4.71e-05,0.9940000000000001,0.865,1.32
ENSG00000158477,ENST00000289429,1.3,1.04,1.64,7.46e-22,0.993,0.00728,1.07,-0.547
ENSG00000158485,ENST00000368168,1.03,0.809,1.33,1.23e-15,0.805,0.195,1.17,-1.28
ENSG00000158481,ENST00000368170,1.11,0.8759999999999999,1.41,5.13e-18,0.9279999999999999,0.0719,1.01,-0.0391
ENSG00000158473,ENST00000674085,0.915,0.71,1.19,4.1e-13,0.436,0.564,1.02,-0.138
ENSG00000158488,ENST00000368167,1.21,0.9670000000000001,1.52,1.3900000000000001e-21,0.985,0.0146,0.997,0.0242
ENSG00000116824,ENST00000369478,0.762,0.52,1.14,2.6300000000000002e-05,0.122,0.878,0.9640000000000001,0.272
ENSG00000091972,ENST00000315711,0.525,0.335,0.85,0.0176,0.02,0.9620000000000001,0.759,1.53
ENSG00000163606,ENST00000308611,0.7070000000000001,0.45899999999999996,1.12,0.000516,0.0988,0.9009999999999999,0.851,0.8809999999999999
ENSG00000206531,ENST00000488794,0.46799999999999997,0.281,0.8170000000000001,0.10400000000000001,0.0187,0.878,0.975,0.15
ENSG00000116031,ENST00000410009,0.8740000000000001,0.643,1.21,7.48e-09,0.267,0.733,0.946,0.39399999999999996
ENSG00000090659,ENST00000315599,0.6970000000000001,0.521,0.946,1.06e-07,0.0283,0.972,0.872,0.9890000000000001
ENSG00000012124,ENST00000085219,0.503,0.39899999999999997,0.639,4.85e-06,2.53e-06,1.0,0.836,1.98
ENSG00000150637,ENST00000582621,0.69,0.48,1.01,3.3299999999999996e-05,0.0565,0.943,0.898,0.6759999999999999
ENSG00000272398,ENST00000606017,0.0,0.0,1.89,0.294,0.145,0.561,0.945,0.14300000000000002
ENSG00000122223,ENST00000368034,0.295,0.18100000000000002,0.501,0.981,7.71e-06,0.019,0.9009999999999999,0.695
ENSG00000198821,ENST00000362089,0.363,0.218,0.633,0.655,0.0014199999999999998,0.34299999999999997,0.9259999999999999,0.376
ENSG00000174807,ENST00000311330,0.8690000000000001,0.49200000000000005,1.59,0.00403,0.22,0.7759999999999999,0.93,0.799
ENSG00000139193,ENST00000266557,0.638,0.44,0.946,0.000161,0.0337,0.966,0.87,0.882
ENSG00000120217,ENST00000381577,0.20800000000000002,0.10099999999999999,0.47600000000000003,0.982,6.63e-05,0.0179,0.924,0.449
ENSG00000103855,ENST00000318443,0.667,0.506,0.888,4.29e-08,0.0111,0.9890000000000001,0.866,1.32
ENSG00000178562,ENST00000324106,0.321,0.175,0.634,0.78,0.0019100000000000002,0.218,0.8440000000000001,0.927
ENSG00000198087,ENST00000359314,0.594,0.439,0.815,9.84e-06,0.00433,0.996,1.02,-0.16899999999999998
ENSG00000169217,ENST00000305596,0.72,0.53,0.993,2.64e-07,0.0494,0.951,1.07,-0.563
ENSG00000167851,ENST00000360141,0.653,0.465,0.932,1.86e-05,0.0271,0.973,0.882,0.831
ENSG00000167850,ENST00000330793,0.63,0.396,1.04,0.00389,0.0669,0.929,0.9540000000000001,0.28600000000000003
ENSG00000186407,ENST00000392619,0.6709999999999999,0.442,1.05,0.000535,0.07,0.929,0.875,0.716
ENSG00000178789,ENST00000392621,0.772,0.516,1.19,7.120000000000001e-05,0.14,0.86,0.8440000000000001,0.863
ENSG00000204345,ENST00000375352,0.818,0.539,1.28,7.3e-05,0.184,0.816,0.8079999999999999,1.03
ENSG00000186074,ENST00000326165,0.802,0.59,1.11,3.48e-08,0.139,0.861,0.9279999999999999,0.506
ENSG00000161649,ENST00000317310,0.9,0.665,1.23,2.27e-09,0.324,0.6759999999999999,0.9309999999999999,0.517
ENSG00000241399,ENST00000259053,0.8590000000000001,0.593,1.27,3.47e-06,0.22699999999999998,0.773,1.04,-0.215
ENSG00000167775,ENST00000301458,0.982,0.6629999999999999,1.49,3.24e-06,0.365,0.635,1.15,-1.01
ENSG00000105383,ENST00000262262,0.773,0.565,1.07,1.24e-07,0.102,0.898,0.8759999999999999,0.9740000000000001
ENSG00000174059,ENST00000310833,0.885,0.67,1.18,1.08e-10,0.31,0.69,0.917,0.653
ENSG00000135218,ENST00000447544,1.69,1.26,1.95,8.85e-17,0.99,0.01,1.32,-1.82
ENSG00000104894,ENST00000323906,0.924,0.71,1.22,2.58e-12,0.444,0.556,0.927,0.522
ENSG00000004468,ENST00000226279,0.851,0.575,1.29,1.4000000000000001e-05,0.21600000000000003,0.784,0.9420000000000001,0.34299999999999997
ENSG00000167286,ENST00000300692,0.92,0.6509999999999999,1.33,1.94e-07,0.325,0.675,0.9179999999999999,0.449
ENSG00000198851,ENST00000361763,0.389,0.239,0.659,0.469,0.00235,0.528,0.8440000000000001,0.8859999999999999
ENSG00000160654,ENST00000532917,0.8270000000000001,0.586,1.19,8.38e-07,0.185,0.815,0.9740000000000001,0.136
ENSG00000010610,ENST00000011653,0.478,0.345,0.6729999999999999,0.0060799999999999995,0.00043799999999999997,0.993,0.805,1.69
ENSG00000101017,ENST00000372285,0.461,0.321,0.677,0.0308,0.00105,0.968,0.708,2.03
ENSG00000026508,ENST00000428726,0.48200000000000004,0.36,0.654,0.00161,0.000102,0.998,0.912,0.905
ENSG00000117335,ENST00000367042,0.48,0.311,0.763,0.0419,0.00807,0.95,0.884,0.759
ENSG00000196776,ENST00000361309,0.23,0.093,0.725,0.759,0.00955,0.231,0.777,0.945
ENSG00000117091,ENST00000368046,0.902,0.633,1.31,5.03e-07,0.29100000000000004,0.7090000000000001,1.01,-0.062
ENSG00000110448,ENST00000347785,0.63,0.48,0.835,1.25e-07,0.00411,0.996,0.853,1.35
ENSG00000169442,ENST00000374213,0.7390000000000001,0.289,1.79,0.11800000000000001,0.17,0.711,0.784,0.7020000000000001
ENSG00000143119,ENST00000271324,0.523,0.314,0.912,0.0401,0.0355,0.924,0.77,1.21
ENSG00000196352,ENST00000367064,0.8490000000000001,0.596,1.23,1.11e-06,0.215,0.785,0.95,0.322
ENSG00000116815,ENST00000369489,0.40299999999999997,0.228,0.7559999999999999,0.35,0.0116,0.639,0.905,0.527
ENSG00000085063,ENST00000642928,0.0,0.0,1.28,0.5660000000000001,0.0532,0.381,0.872,0.499
ENSG00000073754,ENST00000368174,0.879,0.679,1.15,2.38e-12,0.31,0.69,0.945,0.43
ENSG00000013725,ENST00000313421,0.818,0.653,1.03,5.2200000000000004e-15,0.127,0.873,0.96,0.41200000000000003
ENSG00000135404,ENST00000257857,0.527,0.35600000000000004,0.8,0.0056,0.00909,0.985,0.8,1.29
ENSG00000129226,ENST00000250092,0.72,0.521,1.01,1.29e-06,0.0588,0.941,0.986,0.114
ENSG00000110848,ENST00000228434,0.376,0.184,0.86,0.418,0.0259,0.556,0.815,0.684
ENSG00000173762,ENST00000312648,1.16,0.816,1.67,2.13e-08,0.64,0.36,0.986,0.0891
ENSG00000125726,ENST00000245903,0.7170000000000001,0.431,1.25,0.00365,0.131,0.865,0.868,0.7959999999999999
ENSG00000137101,ENST00000259633,0.5770000000000001,0.409,0.8320000000000001,0.000244,0.00892,0.991,0.9109999999999999,0.604
ENSG00000019582,ENST00000009530,0.573,0.395,0.8490000000000001,0.000819,0.0134,0.986,0.865,0.951
ENSG00000105369,ENST00000221972,0.634,0.418,0.991,0.00101,0.0497,0.9490000000000001,0.809,1.18
ENSG00000007312,ENST00000006750,0.22399999999999998,0.126,0.42100000000000004,0.998,5.68e-07,0.00182,0.701,1.92
ENSG00000121594,ENST00000264246,0.469,0.282,0.818,0.102,0.0188,0.879,0.768,1.47
ENSG00000110651,ENST00000263645,0.402,0.242,0.7020000000000001,0.36,0.005370000000000001,0.635,0.8270000000000001,1.07
ENSG00000085117,ENST00000227155,0.895,0.6659999999999999,1.22,1.26e-09,0.32,0.68,0.978,0.146
ENSG00000112149,ENST00000379153,0.885,0.584,1.38,3.5e-05,0.249,0.7509999999999999,1.02,-0.102
ENSG00000066294,ENST00000368054,0.632,0.447,0.91,5.01e-05,0.0222,0.978,0.955,0.32899999999999996
ENSG00000114013,ENST00000330540,0.29600000000000004,0.16699999999999998,0.555,0.9259999999999999,0.00021099999999999998,0.0734,0.838,1.11
ENSG00000153563,ENST00000283635,1.06,0.77,1.5,2.53e-09,0.598,0.402,1.2,-1.26
ENSG00000172116,ENST00000390655,0.387,0.21100000000000002,0.764,0.41700000000000004,0.0127,0.57,0.8490000000000001,0.82
ENSG00000254126,ENST00000643224,0.736,0.45299999999999996,1.25,0.00179,0.136,0.862,0.8390000000000001,0.867
ENSG00000010278,ENST00000009180,0.243,0.11800000000000001,0.555,0.932,0.000559,0.067,0.915,0.423
ENSG00000125810,ENST00000246006,0.96,0.7509999999999999,1.24,1.22e-14,0.615,0.385,1.07,-0.767
ENSG00000153283,ENST00000352690,0.73,0.474,1.16,0.000381,0.115,0.885,0.977,0.11599999999999999
ENSG00000158825,ENST00000375071,0.508,0.28800000000000003,0.955,0.0787,0.0462,0.875,0.856,0.691
ENSG00000102543,ENST00000251108,0.652,0.47100000000000003,0.917,7.51e-06,0.0221,0.978,0.851,1.2
ENSG00000140326,ENST00000356231,0.772,0.659,0.9079999999999999,1.6100000000000002e-27,0.00867,0.991,1.08,-1.14
ENSG00000151465,ENST00000281141,0.7390000000000001,0.546,1.01,9.240000000000001e-08,0.0617,0.938,0.8759999999999999,0.8079999999999999
ENSG00000079335,ENST00000336454,0.8220000000000001,0.602,1.14,4.1699999999999996e-08,0.171,0.8290000000000001,0.821,1.38
ENSG00000081377,ENST00000375241,0.25,0.13,0.526,0.9590000000000001,0.000173,0.0409,0.87,0.8079999999999999
ENSG00000218305,ENST00000650262,0.637,0.312,1.43,0.0679,0.134,0.7979999999999999,0.904,0.39299999999999996
ENSG00000130177,ENST00000356221,0.46,0.32799999999999996,0.657,0.0214,0.00043,0.978,0.84,1.27
ENSG00000117399,ENST00000310955,0.551,0.413,0.7440000000000001,2.37e-05,0.000842,0.9990000000000001,0.725,2.51
ENSG00000164287,ENST00000381375,0.966,0.754,1.25,2.06e-14,0.626,0.374,0.9,0.7959999999999999
ENSG00000094880,ENST00000394886,0.324,0.235,0.452,0.9990000000000001,1.72e-10,0.000778,0.687,3.06
ENSG00000164045,ENST00000302506,0.28800000000000003,0.177,0.489,0.987,3.98e-06,0.0125,0.71,2.28
ENSG00000101224,ENST00000245960,0.475,0.35600000000000004,0.6409999999999999,0.0021,5.98e-05,0.998,0.9259999999999999,0.755
ENSG00000158402,ENST00000323760,0.847,0.62,1.18,2.5e-08,0.213,0.787,0.89,0.792
ENSG00000176386,ENST00000374206,0.413,0.142,1.64,0.294,0.11,0.597,0.7909999999999999,0.39399999999999996
ENSG00000004897,ENST00000066544,0.0,0.0,0.38,0.961,0.00098,0.0376,0.6409999999999999,1.42
ENSG00000099804,ENST00000215574,0.7659999999999999,0.528,1.14,1.4000000000000001e-05,0.122,0.878,0.91,0.5760000000000001
ENSG00000105401,ENST00000222005,0.184,0.11,0.321,1.0,1.0300000000000001e-11,3.04e-06,0.728,2.29
ENSG00000106993,ENST00000381854,0.792,0.522,1.24,9.9e-05,0.161,0.8390000000000001,1.09,-0.44799999999999995
ENSG00000168438,ENST00000307731,0.23399999999999999,0.121,0.491,0.9790000000000001,5.8299999999999994e-05,0.0208,0.639,2.09
ENSG00000070831,ENST00000656825,0.129,0.045,0.611,0.872,0.00472,0.12300000000000001,0.26,2.9
ENSG00000143776,ENST00000366766,0.348,0.264,0.46399999999999997,0.998,2.2100000000000003e-11,0.0017800000000000001,0.799,2.56
ENSG00000198752,ENST00000361246,0.175,0.131,0.235,1.0,3.0700000000000003e-42,4.2600000000000004e-23,0.76,4.01
ENSG00000171219,ENST00000342711,0.907,0.7929999999999999,1.04,3.82e-46,0.907,0.0933,0.997,0.0492
ENSG00000128283,ENST00000249014,1.27,0.787,1.86,2.68e-05,0.48700000000000004,0.512,1.1,-0.8340000000000001
ENSG00000149798,ENST00000279249,0.653,0.34,1.36,0.0411,0.131,0.828,0.8490000000000001,0.946
ENSG00000163171,ENST00000295324,0.243,0.11900000000000001,0.557,0.9309999999999999,0.000582,0.0687,0.9570000000000001,0.285
ENSG00000179604,ENST00000335793,0.858,0.486,1.58,0.00428,0.215,0.7809999999999999,0.96,0.33299999999999996
ENSG00000167617,ENST00000301200,3.25,0.76,1.96,0.0126,0.36,0.628,2.05,-4.17
ENSG00000197622,ENST00000357235,0.9590000000000001,0.52,1.74,0.005379999999999999,0.252,0.743,0.665,1.12
ENSG00000158985,ENST00000505065,0.0,0.0,1.41,0.524,0.0632,0.413,0.601,0.797
ENSG00000093009,ENST00000263201,0.594,0.461,0.77,6.67e-08,0.000633,0.9990000000000001,0.85,1.42
ENSG00000096401,ENST00000371477,0.154,0.094,0.26,1.0,1.37e-16,3.2799999999999994e-09,0.71,2.77
ENSG00000094804,ENST00000209728,0.753,0.578,0.99,4.1000000000000003e-10,0.0523,0.948,0.887,1.0
ENSG00000097046,ENST00000234626,0.606,0.42200000000000004,0.889,0.000231,0.0192,0.981,0.821,1.49
ENSG00000134371,ENST00000367435,0.24100000000000002,0.14400000000000002,0.42,0.9990000000000001,1.0199999999999999e-07,0.0009939999999999999,0.49200000000000005,3.37
ENSG00000184661,ENST00000330560,0.622,0.467,0.84,9.41e-07,0.0056,0.9940000000000001,0.988,0.14400000000000002
ENSG00000111665,ENST00000538862,0.5660000000000001,0.373,0.885,0.0039,0.0233,0.973,0.851,0.951
ENSG00000170779,ENST00000336219,0.0,0.0,1.81,0.363,0.114,0.523,0.872,0.86
ENSG00000146670,ENST00000275517,0.563,0.371,0.88,0.0041600000000000005,0.0225,0.973,0.97,0.193
ENSG00000144354,ENST00000306721,0.48700000000000004,0.35600000000000004,0.6759999999999999,0.00257,0.000346,0.997,0.799,1.81
ENSG00000164649,ENST00000406877,0.767,0.603,0.983,2.65e-12,0.051,0.9490000000000001,1.08,-0.687
ENSG00000134690,ENST00000373055,0.622,0.42,0.9440000000000001,0.000547,0.0346,0.965,0.706,1.81
ENSG00000163814,ENST00000296129,0.436,0.32,0.601,0.0518,3.74e-05,0.948,0.773,2.71
ENSG00000039068,ENST00000261769,0.38299999999999995,0.28800000000000003,0.514,0.856,5.5e-08,0.14400000000000002,0.848,1.9
ENSG00000040731,ENST00000264463,0.425,0.28300000000000003,0.655,0.184,0.00125,0.815,0.813,1.65
ENSG00000140937,ENST00000268603,0.138,0.08,0.249,1.0,1.68e-15,9.92e-09,0.804,2.26
ENSG00000154162,ENST00000382254,0.484,0.35600000000000004,0.6679999999999999,0.00247,0.00024300000000000002,0.997,0.909,0.946
ENSG00000140945,ENST00000567109,0.301,0.20199999999999999,0.456,0.998,2.14e-08,0.00193,1.09,-0.937
ENSG00000129910,ENST00000289746,1.16,0.96,1.41,1.02e-28,0.996,0.00372,1.22,-2.66
ENSG00000166589,ENST00000299752,0.894,0.7440000000000001,1.08,5.1399999999999994e-24,0.542,0.45799999999999996,1.02,-0.21899999999999997
ENSG00000079112,ENST00000027335,0.758,0.603,0.96,2.1500000000000002e-13,0.0353,0.965,0.9490000000000001,0.5589999999999999
ENSG00000145526,ENST00000382275,0.531,0.38799999999999996,0.737,0.00028700000000000004,0.00126,0.998,0.865,1.41
ENSG00000071991,ENST00000262150,0.8059999999999999,0.596,1.11,1.76e-08,0.142,0.858,1.03,-0.311
ENSG00000170558,ENST00000269141,0.21100000000000002,0.13699999999999998,0.336,1.0,2.71e-13,7.9e-07,0.7440000000000001,2.87
ENSG00000101542,ENST00000262717,0.38799999999999996,0.287,0.532,0.721,7.82e-07,0.27899999999999997,0.905,1.14
ENSG00000149654,ENST00000537909,0.574,0.426,0.782,1.6e-05,0.00224,0.998,0.915,1.02
ENSG00000107736,ENST00000224721,0.605,0.535,0.685,2.89e-32,4.9899999999999995e-12,1.0,0.935,1.61
ENSG00000139880,ENST00000487137,0.9229999999999999,0.747,1.15,5.289999999999999e-19,0.601,0.39899999999999997,0.9359999999999999,0.753
ENSG00000124215,ENST00000348616,0.8490000000000001,0.7020000000000001,1.03,2.0999999999999997e-21,0.233,0.767,0.93,0.8290000000000001
ENSG00000062038,ENST00000264012,0.6559999999999999,0.526,0.823,5.71e-12,0.00121,0.9990000000000001,0.941,0.718
ENSG00000179242,ENST00000614565,0.39799999999999996,0.301,0.5329999999999999,0.541,3.13e-07,0.45899999999999996,0.8290000000000001,2.23
ENSG00000179776,ENST00000341529,0.48700000000000004,0.364,0.6609999999999999,0.00114,0.000125,0.9990000000000001,0.8540000000000001,1.71
ENSG00000113361,ENST00000265071,0.361,0.258,0.511,0.9490000000000001,2.94e-07,0.0514,0.722,3.02
ENSG00000081138,ENST00000397968,0.392,0.28300000000000003,0.552,0.597,6.99e-06,0.40299999999999997,0.855,1.58
ENSG00000150394,ENST00000577390,0.243,0.16399999999999998,0.369,1.0,9.930000000000001e-13,3.63e-06,0.7190000000000001,3.21
ENSG00000113100,ENST00000231021,0.381,0.257,0.578,0.659,0.000101,0.341,0.847,1.42
ENSG00000148600,ENST00000623527,0.8079999999999999,0.655,1.0,1.0900000000000001e-16,0.0957,0.904,1.04,-0.433
ENSG00000074276,ENST00000261944,0.748,0.638,0.88,1.43e-26,0.00242,0.998,0.9079999999999999,1.42
ENSG00000128536,ENST00000317716,0.8859999999999999,0.726,1.09,2.7e-20,0.436,0.564,0.9420000000000001,0.6779999999999999
ENSG00000187492,ENST00000412678,0.985,0.8290000000000001,1.17,3.2499999999999996e-30,0.956,0.044,0.879,1.43
ENSG00000099834,ENST00000397542,1.23,1.02,1.48,9.849999999999999e-33,0.9990000000000001,0.0006320000000000001,1.13,-1.61
ENSG00000186073,ENST00000566621,0.652,0.465,0.9309999999999999,1.91e-05,0.0268,0.973,0.919,0.499
ENSG00000089486,ENST00000567695,0.655,0.39399999999999996,1.14,0.00687,0.0957,0.897,1.01,-0.0734
ENSG00000103502,ENST00000219789,0.629,0.395,1.04,0.00394,0.0664,0.93,0.92,0.465
ENSG00000170312,ENST00000395284,0.11900000000000001,0.041,0.565,0.904,0.00295,0.0931,0.436,2.23
ENSG00000185324,ENST00000353379,1.07,0.863,1.34,1.89e-20,0.94,0.0599,1.24,-1.88
ENSG00000008128,ENST00000404249,0.897,0.705,1.15,2.39e-14,0.397,0.603,0.9059999999999999,0.7859999999999999
ENSG00000248333,ENST00000341832,0.6579999999999999,0.48700000000000004,0.902,9.83e-07,0.0165,0.9840000000000001,0.6809999999999999,2.5
ENSG00000167258,ENST00000447079,0.13699999999999998,0.09,0.21,1.0,1.52e-28,3.21e-16,0.8270000000000001,2.64
ENSG00000065883,ENST00000181839,0.315,0.231,0.434,1.0,4.64e-12,0.000128,1.08,-1.11
ENSG00000058091,ENST00000380050,0.596,0.40700000000000003,0.894,0.000656,0.0218,0.978,0.785,1.44
ENSG00000138395,ENST00000652192,1.03,0.823,1.29,5.44e-19,0.8759999999999999,0.124,0.9790000000000001,0.16899999999999998
ENSG00000059758,ENST00000261211,0.32,0.18100000000000002,0.602,0.835,0.0008089999999999999,0.165,0.6940000000000001,1.66
ENSG00000117266,ENST00000429964,0.85,0.6729999999999999,1.08,1.77e-14,0.228,0.772,0.958,0.375
ENSG00000155111,ENST00000368911,0.386,0.237,0.655,0.49200000000000005,0.00214,0.506,0.581,2.77
ENSG00000123374,ENST00000266970,0.18600000000000003,0.096,0.39,0.9990000000000001,7.3e-07,0.00133,0.561,2.93
ENSG00000156345,ENST00000325303,1.03,0.8,1.34,1.46e-14,0.767,0.233,1.13,-1.04
ENSG00000111328,ENST00000261692,0.6859999999999999,0.336,1.52,0.0541,0.152,0.794,0.537,1.31
ENSG00000167797,ENST00000301488,0.0865,0.03,0.41,0.9790000000000001,0.00026000000000000003,0.0208,0.8390000000000001,0.73
ENSG00000250506,ENST00000448471,0.758,0.54,1.08,1.68e-06,0.099,0.9009999999999999,0.8690000000000001,0.9009999999999999
ENSG00000135446,ENST00000257904,0.384,0.249,0.61,0.5670000000000001,0.000499,0.433,0.69,2.26
ENSG00000164885,ENST00000485972,0.389,0.266,0.584,0.5579999999999999,0.00011599999999999999,0.442,0.526,3.35
ENSG00000176749,ENST00000313401,0.0493,0.017,0.23399999999999999,1.0,2.63e-07,0.000273,0.745,1.91
ENSG00000171450,ENST00000302625,0.397,0.225,0.745,0.379,0.0103,0.61,0.86,1.06
ENSG00000101391,ENST00000346416,0.8109999999999999,0.616,1.08,4.0099999999999996e-10,0.14,0.86,0.8370000000000001,1.47
ENSG00000136861,ENST00000349780,0.593,0.51,0.6920000000000001,1.29e-20,8.409999999999999e-09,1.0,0.9309999999999999,1.15
ENSG00000108465,ENST00000338399,0.763,0.607,0.965,1.77e-13,0.0393,0.961,0.8340000000000001,1.48
ENSG00000105810,ENST00000424848,0.196,0.10099999999999999,0.41200000000000003,0.997,2.26e-06,0.0027199999999999998,0.541,3.14
ENSG00000134058,ENST00000256443,0.41200000000000003,0.233,0.774,0.306,0.0139,0.68,0.825,0.84
ENSG00000132964,ENST00000381527,0.39,0.245,0.6459999999999999,0.46799999999999997,0.0016300000000000002,0.53,0.512,2.92
ENSG00000136807,ENST00000373264,0.835,0.621,1.14,4.8100000000000006e-09,0.191,0.809,0.722,2.27
ENSG00000145996,ENST00000274695,0.389,0.244,0.643,0.483,0.0015300000000000001,0.515,0.877,0.9279999999999999
ENSG00000100490,ENST00000395834,0.875,0.644,1.21,7.340000000000001e-09,0.268,0.732,0.89,0.75
ENSG00000138769,ENST00000307465,0.902,0.674,1.22,5.559999999999999e-10,0.33899999999999997,0.6609999999999999,0.946,0.41600000000000004
